"","ReviewID","Ranking","ReviewDate","Sentiment","Year","Tokenized_Sentence","money_related","delivery_service","return_service","products","customer_service","brand","Topic"
"45",10,1,2019-10-29,1.66667,2019,"at min søster som skrive til jeg om brev idet hun passe vores hus have sende den retur med den samme .",0,0,1,0,0,0,"Return"
"46",10,1,2019-10-29,1,2019,"jeg spørge her kundeservice om de ikke kunne sætte den krone det dreje sig om i henstand da de kunne se at pakke være på vej retur .",1,0,1,0,1,0,"Money"
"47",10,1,2019-10-29,0.33333,2019,"her have forskellig medarbejder skrive tilbage at det ikke kunne lade sig gøre .",0,0,0,0,1,0,"Customer Service"
"48",10,1,2019-10-29,-2.83333,2019,"så selvom jeg kunne se at i modtage min pakke i går have jeg være nødsag til at betale den krone i dag for at undgå en rykkergebyr for derefter vente på at i have færdigekspedere min returnering for så at tilbageføre den krone igen .",1,1,1,0,1,0,"Money"
"49",10,1,2019-10-29,1.91667,2019,"ren administrativt måtte denne metode da være langt dyr end den krone",1,0,0,0,0,0,"Money"
"50",11,5,2019-10-29,3.33333,2019,"jeg købe smarte tryje .",0,0,0,0,0,0,"Uncategorized"
"51",11,5,2019-10-29,-0.66667,2019,"jeg skulle returnere den ene og det være rædi nemt",0,0,1,0,0,0,"Return"
"52",12,1,2019-10-29,-0.12222,2019,"sende jeg to gang mega ridse støvle og være ikke villig til at besvare min mails personligt .",0,0,0,1,1,0,"Products"
"53",12,1,2019-10-29,-5.33333,2019,"dårlig kvalitet dårlig service",0,0,0,1,1,0,"Products"
"54",13,1,2019-10-29,0,2019,"jeg være førstegangskøb .",0,0,0,0,0,0,"Uncategorized"
"55",13,1,2019-10-29,2.83333,2019,"og jeg vælge at købe en fødselsdagsgave til min kæreste .",0,0,0,0,0,0,"Uncategorized"
"56",13,1,2019-10-29,3.61111,2019,"desværre være en af bluse ikke hans farve og størrelse så jeg ville gerne bytte og få min rabat som ved min første køb .",0,0,1,0,0,0,"Return"
"57",13,1,2019-10-29,0,2019,".",0,0,0,0,0,0,"Uncategorized"
"58",13,1,2019-10-29,0.72222,2019,"zolando have deres betingelse som ikke være angive når man acceptere køb for de forvente man læse al deres betingelse den forskellig sted på deres hjemmeside og her være regel du kunne bytte til anden størrelse .",0,0,1,0,0,1,"Return"
"59",13,1,2019-10-29,1.83333,2019,"ej til anden farve så være det fuld pris altså ingen rabat .",1,0,0,0,0,0,"Money"
"60",13,1,2019-10-29,0,2019,"forklaring være at det stå i deres betingelse på deres hjemmeside .",0,0,0,0,1,1,"Customer Service"
"61",13,1,2019-10-29,8.05556,2019,"det skyldes at ny farve betragte som anden vare trods den anden farve jeg ønske være samme pris what the f... totalt smålig service for en ny kunde .",1,0,0,1,1,0,"Money"
"62",13,1,2019-10-29,1.83333,2019,"nu måtte vi se om jeg få min penge retur da jeg kunne se de have stor problem med at betale penge tilbage",1,0,1,0,1,0,"Money"
"63",14,5,2019-10-28,3,2019,"trygt og nemt .",0,0,0,0,0,0,"Uncategorized"
"64",14,5,2019-10-28,0.66667,2019,"jeg have købe vare og returnere vare fra zalando i en del år .",0,0,1,1,0,1,"Return"
"65",14,5,2019-10-28,-5.33333,2019,"aldrig en problem .",0,0,0,0,0,0,"Uncategorized"
"66",14,5,2019-10-28,3,2019,"i være så omhyggelig om at forklare returnering og refundering på jeres hjemmeside .",0,0,1,0,1,1,"Return"
"67",14,5,2019-10-28,1.46667,2019,"i holde hvad i love .",0,0,0,0,0,0,"Uncategorized"
"68",14,5,2019-10-28,-0.16667,2019,"som anden virksomhed kunne i også have travl jul anden .",0,0,0,0,0,1,"Brand"
"69",14,5,2019-10-28,4.16667,2019,"jeg være fuldt ud tilfreds med jer .",0,0,0,0,0,0,"Uncategorized"
"70",14,5,2019-10-28,6.06667,2019,"og så tage jeg det meget cool hvis min vare først ankomme om dag .",0,0,0,1,0,0,"Products"
"71",14,5,2019-10-28,-2.625,2019,"en lille undre være dog hvorfor i nedsætte en vare når den lige være blive købe ?",0,0,0,1,0,0,"Products"
"72",15,1,2019-10-28,-0.88889,2019,"have ikke få min tilgode overføre zalando sige de ikke kunne tilbagefør pga jeg have skifte bank .",1,0,0,0,0,1,"Money"
"73",15,1,2019-10-28,-2.72222,2019,"det dreje sig om krone jeg have skifte bank og gøre opmærksom på denne de henholde sig til at den gan bank have modtage de og i.flg bank være de sætte tilbage den .",1,1,0,0,0,0,"Money"
"74",15,1,2019-10-28,-1.33333,2019,"de kunne ikke finde de ved zalando .",0,0,0,0,0,1,"Brand"
"75",15,1,2019-10-28,-1.22222,2019,"pebernødder så behold de jeg gide ikke at kæmpe med demoe mere .",0,0,0,0,0,0,"Uncategorized"
"76",15,1,2019-10-28,-1.83333,2019,"i miste en kunde også være den ikke længe .",0,0,0,0,1,0,"Customer Service"
"77",16,5,2019-10-28,6,2019,"have købe mange ting på zalando og altid være tilfreds .",0,0,0,0,0,1,"Brand"
"78",16,5,2019-10-28,1.33333,2019,"min sidste køb være en par bukser som desværre flække i syning efter mor_ve her få jeg min penge retur og bestille derefter en par ny .",1,0,1,0,0,0,"Money"
"79",16,5,2019-10-28,3.22222,2019,"jeg kunne derfor varm anbefale at handle hos zalando",0,0,0,0,0,1,"Brand"
"80",17,1,2019-10-28,-8.33333,2019,"den dårlig netbutik nogensinde bestille jakke få den i forkert størrelse deres fejl .",0,0,0,1,0,1,"Products"
"81",17,1,2019-10-28,-2.11111,2019,"ringer så til support hvor de beklage og jeg skulle bare sende jakke tilbage så få jeg bytte den .",0,0,1,1,1,0,"Return"
"82",17,1,2019-10-28,-0.16667,2019,"ringer så nogen dag senere hvor hun for den første være totalt spejlblank .",0,0,0,0,1,0,"Customer Service"
"83",17,1,2019-10-28,1.16667,2019,"sige at de ikke have nogen bytte service .",0,0,1,0,1,0,"Return"
"84",17,1,2019-10-28,3.66667,2019,"og jeg først få refundere den dag efter hvad være det for service .",0,0,1,0,1,0,"Return"
"85",18,1,2019-10-28,-3.71667,2019,"aldrig handel hos zalando sende du vare retur eller betale for meget få du ikke din penge igen de stikke du en undskyldning mange gang med at penge være forsinke .",1,0,1,1,1,1,"Money"
"86",18,1,2019-10-28,0,2019,"jeg skulle have godt tilbage og jeg have rykke efter de i uge nu ren og skær svindel",0,0,0,0,0,0,"Uncategorized"
"87",19,1,2019-10-28,3.16667,2019,"ifm en køb hos zalando have zalando hæve krone ekstra på en seperat opkrævning på min kreditkort .",1,0,0,0,0,1,"Money"
"88",19,1,2019-10-28,-1.05556,2019,"jeg have ikke modtage eller bestil vare for denne beløb og kunne nu ikke få fat på zalando .",0,1,0,1,0,1,"Delivery"
"89",19,1,2019-10-28,0.5,2019,"man kunne ikke ringe og de svare ikke på emails .",0,0,0,1,1,0,"Products"
"90",19,1,2019-10-28,-1,2019,"næppe hvad man forvente af zalando .",0,0,0,0,0,1,"Brand"
"91",19,1,2019-10-28,0,2019,".",0,0,0,0,0,0,"Uncategorized"
"92",19,1,2019-10-28,-5.5,2019,"faktum være at de uretmæssigt have hæve næsten krone hos jeg og jeg kunne ikke få penge tilbage",1,0,0,0,0,0,"Money"
"93",20,5,2019-10-27,8.88889,2019,"jeg have handle på zalando rigtig rigtig mange gang og have være tilfreds al gang .",0,0,0,0,0,1,"Brand"
"94",20,5,2019-10-27,8.2,2019,"hurtig levering og virkelig god vare til billig penge .",1,1,0,1,1,0,"Money"
"95",20,5,2019-10-27,1.33333,2019,"kunne klart anbefale",0,0,0,0,0,1,"Brand"
"96",21,5,2019-10-26,5.55556,2019,"perfekt levering returnering og kundeservice min absolut yndlingssted af handle",0,1,1,0,1,0,"Delivery"
"97",22,1,2019-10-26,3.16667,2019,"jeg have shop hos zalando siden deres start og have altid betale al til tid og have returnere lynhurtigt .",1,0,1,0,1,1,"Money"
"98",22,1,2019-10-26,-1.66667,2019,"jeg have kunne betale med både dankort og regning i mange år .",1,0,0,0,1,0,"Money"
"99",22,1,2019-10-26,-2.16667,2019,"pludselig kunne jeg kun købe via bankoverførsel og kundeservice kunne ikke forklare årsag .",1,0,0,0,1,0,"Money"
"100",22,1,2019-10-26,-0.33333,2019,"jeg shop anden sted fremover .",0,0,0,0,0,0,"Uncategorized"
"101",22,1,2019-10-26,0,2019,"jeg kunne se at anden stå i samme situation uden nogen forklaring .",0,0,0,0,1,0,"Customer Service"
"102",22,1,2019-10-26,-3.66667,2019,"elendig service .",0,0,0,0,1,0,"Customer Service"
"103",23,1,2019-10-25,-2.58333,2019,"nok tæt på verden dårlig kundeservice med en lang smøre af standard svar .",0,0,0,0,1,0,"Customer Service"
"104",23,1,2019-10-25,-2.83333,2019,"ingen læse hvad man reelt skrive og kunne på ingen måde sætte sig i kunde sag eller finde ud af at løse problem .",0,0,0,0,1,0,"Customer Service"
"105",24,5,2019-10-25,5,2019,"fantastisk .",0,0,0,0,0,0,"Uncategorized"
"106",25,1,2019-10-24,-5.08333,2019,"min kortbetaling være pludselig forsvinde fra app hvor jeg nu kun kunne lave bankoverførsel deres svar være at det kunne de desværre ikke gøre nogen ved ?",1,0,0,0,0,1,"Money"
"107",25,1,2019-10-24,0,2019,"?",0,0,0,0,0,0,"Uncategorized"
"108",25,1,2019-10-24,0,2019,"?",0,0,0,0,0,0,"Uncategorized"
"109",26,5,2019-10-24,2.33333,2019,"zalando være blive god .",0,0,0,0,0,1,"Brand"
"110",26,5,2019-10-24,-2.55556,2019,".. jeg have ikke bestille hos de i en stykke tid da jeg kun kunne betale med bankoverførsel .",1,0,0,0,1,0,"Money"
"111",26,5,2019-10-24,2.77778,2019,"det have de heldigvis ændre igen så jeg ville igen prøve at bestille nogen tøj .",0,0,0,1,0,0,"Products"
"112",26,5,2019-10-24,1.83333,2019,"ny bestilling afgive fredag aften levering allerede tirsdag efter .",0,1,0,0,1,0,"Delivery"
"113",26,5,2019-10-24,3.66667,2019,"måtte sige at jeg være yderst tilfreds .",0,0,0,0,0,0,"Uncategorized"
"114",26,5,2019-10-24,2.93333,2019,"så indtil videre få zalando.dk stjerne herfra .",0,0,0,0,0,1,"Brand"
"115",27,4,2019-10-23,-5.33333,2019,"have aldrig have problem med zalando .",0,0,0,0,0,1,"Brand"
"116",27,4,2019-10-23,-0.66667,2019,"dog være levering til tid lidt langsom .",0,1,0,0,1,0,"Delivery"
"117",28,1,2019-10-23,1.75926,2019,"efter hel dag være min pakke ikke engang afsende .",0,0,0,0,0,0,"Uncategorized"
"118",28,1,2019-10-23,-0.66667,2019,"sidste dato for hvornår den skulle ankomme hos jeg indtræffe imorgen .",0,0,0,0,0,0,"Uncategorized"
"119",28,1,2019-10-23,2.1,2019,"da jeg ringe og spørge få jeg at vide at det være normalt og at den dag levering først gælde efter pakke være afsende .",0,1,0,0,1,0,"Delivery"
"120",28,1,2019-10-23,1.77778,2019,"det nytte jo ikke nogen at reklamere med leveringstid hvis de først afsende efter hverdag",0,1,0,0,1,0,"Delivery"
"121",29,1,2019-10-23,-0.16667,2019,"det være fin at prale med dag returre .",0,0,1,0,0,0,"Return"
"122",29,1,2019-10-23,-0.33333,2019,"ingen give besked om at man så åbenbart skulle gemme skoæsken for ellers kunne vare ikke returnere .",0,0,1,1,0,0,"Return"
"123",29,1,2019-10-23,0,2019,"hvem gøre det ?",0,0,0,0,0,0,"Uncategorized"
"124",29,1,2019-10-23,0.5,2019,"krone ud af vindue .",1,0,0,0,0,0,"Money"
"125",30,4,2019-10-23,4.33333,2019,"fin og hurtig service .",0,0,0,0,1,0,"Customer Service"
"126",30,4,2019-10-23,1.72222,2019,"have dog måtte sende en par vare retur da de ikke passe i mål der være angive .",0,0,1,1,0,0,"Return"
"127",31,1,2019-10-23,-2.66667,2019,"kunne ikke anbefale de .",0,0,0,0,0,1,"Brand"
"128",31,1,2019-10-23,1,2019,"købe levis underbukser til søn .",0,0,0,0,0,0,"Uncategorized"
"129",31,1,2019-10-23,0.19444,2019,"få levere forkert det være min søn ikke klar over tage de med på ferie dag efter .",0,0,0,0,0,0,"Uncategorized"
"130",31,1,2019-10-23,0.32222,2019,"det vise sig at det være en billig model end hvad jeg betale for .",1,0,0,0,1,0,"Money"
"131",31,1,2019-10-23,1.66667,2019,"alligevel ville man ikke betale difference da man ville have de retur .",1,0,1,0,1,0,"Money"
"132",31,1,2019-10-23,0.5,2019,"ikke da de være vaske .",0,0,0,0,0,0,"Uncategorized"
"133",31,1,2019-10-23,-3.83333,2019,"jeg kunne kun betragte det som offentligt tyveri .",0,0,0,0,0,0,"Uncategorized"
"134",32,2,2019-10-22,6.55556,2019,"min familie have trofast handle hos zalando gennem mange år .",0,0,0,0,0,1,"Brand"
"135",32,2,2019-10-22,-1.73016,2019,"den sidste handle vi have foretage have være ret usmidig behandle og deres kundeservice være under al kritik .",0,0,0,0,1,0,"Customer Service"
"136",32,2,2019-10-22,-1.83333,2019,"desværre have vi stadig en gavekort binde hos de ellers have vi omgående vælge de fra .",0,0,0,0,0,0,"Uncategorized"
"137",32,2,2019-10-22,2,2019,"så altså ingen anbefaling herfra bruge boozt i sted der blive man bedre behandle .",0,0,0,0,0,1,"Brand"
"138",33,1,2019-10-22,-3.5,2019,"jeg ville i hver tilfalde ikke anbefale zalando nu have døj med de siden den hvor jeg købe en ny jakke til min søn og jeg have stadig ikke få den bytte da de ikke kunne finde ud af at sende en retur label så jeg kunne få den bytte dårlig kundeservice",0,0,1,1,1,1,"Return"
"139",34,5,2019-10-22,5.66667,2019,"hurtig levering og god pris",1,1,0,0,1,0,"Money"
"140",35,1,2019-10-22,0.27778,2019,"jeg have bestille en par stella mccartney adida tights i stykke xs .",0,0,0,0,0,0,"Uncategorized"
"141",35,1,2019-10-22,-0.66667,2019,"ved ankomst tjekke jeg det påføre tag hvorpå der stå str .",0,0,0,0,0,0,"Uncategorized"
"142",35,1,2019-10-22,0,2019,"xs.",0,0,0,0,0,0,"Uncategorized"
"143",35,1,2019-10-22,1.33333,2019,"da jeg efter nogen tid begynde at tage de i brug opdage jeg dog at der i sted være tale om en stykke s .",0,0,0,0,1,0,"Customer Service"
"144",35,1,2019-10-22,-8.46349,2019,"efter at have rette henvendelse til support konkludere zalando at der desværre ikke være nogen at gøre da vare være tage i brug og at denne være egen fejl da fejl selv skulle have være opdage inden dag det være uden tvivl sidste gang der handle hos zalando og sag tage selvsagt videre til center for klageløsning .",0,0,0,1,1,1,"Products"
"145",36,1,2019-10-22,5.08333,2019,"jeg have være kunde hos de i snart år al have køre på skinne som man sige jeg få købe produkt som jeg vælge at sende retur undervejs blive min pakke åbne og bestjæle hvor de ende med få en kasse der indeholde reklame i sted for al denne ske uden at de gøre jeg opmærksom på det .",0,0,1,1,1,0,"Return"
"146",36,1,2019-10-22,-3.16667,2019,"hvor jeg selv efter dag undre jeg at jeg ingen mail have få fra de hvor jeg så skrive ind til de for høre nærmere hvor de så nævne overstående jeg blive mega sur .",0,0,0,0,1,0,"Customer Service"
"147",36,1,2019-10-22,-4.16667,2019,"aller mest frustrere især fordi de sige jeg skulle stadig betale regning da jeg skulle bevise de at jeg have sende pakke .",1,0,0,0,1,0,"Money"
"148",36,1,2019-10-22,-0.33333,2019,"og jeg have jo kun den mail fra de som man modtage ved returnering .",0,1,1,0,1,0,"Delivery"
"149",36,1,2019-10-22,8.3037,2019,"denne være ikke nok så kære al derude når i skulle sende nogen retur til zalando så husk at tag billede af indholde og af selve pakke for blive pakke bestjæle eller væk undervejs så hænge i ikke på den med mindre i ingen billede have kær zalando tak for l til trods for i have have jeg som trofast kunde i knap år den slem ved den hel så have jeg sågar nævnt overfor de efter snak med forbrugerråd at betale halvdel eller nogen af regning så vi komme til en forlig .",1,0,1,0,1,1,"Money"
"150",36,1,2019-10-22,-3.44444,2019,"næh nej der sidde medarbejder hos de som bare kaste en rundt de svare tilbage som robotte ... fedt",0,0,0,1,1,0,"Products"
"151",37,1,2019-10-21,0.88889,2019,"jeg have handle hos zalando og sende nogen ting retur .",0,0,1,0,0,1,"Return"
"152",37,1,2019-10-21,2.41667,2019,"modtage ingen regning før jeg få første rykke .",0,1,0,0,0,0,"Delivery"
"153",37,1,2019-10-21,3.16667,2019,"jeg forsøge at skrive til de mange gang da der åbentbart ikke kunne ringe til de .",0,0,0,0,1,0,"Customer Service"
"154",37,1,2019-10-21,1.85926,2019,"deres onlin chat tjen virke heller ikke .",0,0,0,0,1,1,"Customer Service"
"155",37,1,2019-10-21,0.66667,2019,"jeg høre stadig ingen og forsøge at skrive til de igen .",0,0,0,0,0,0,"Uncategorized"
"156",37,1,2019-10-21,0.66667,2019,"så få jeg endnu en rykke .",0,0,0,0,0,0,"Uncategorized"
"157",37,1,2019-10-21,0.83333,2019,"og finde en kontakt formular på deres hjemmeside og have stadig ikke høre nogen .",0,0,0,0,1,1,"Customer Service"
"158",37,1,2019-10-21,-4.05556,2019,"jeg synes der være rigtig dårlig info om hvordan man henvende sig og det kunne ikke være rigtig at man ikke kunne komme i telefonisk kontakt med de på nogen måde .",0,0,0,0,1,0,"Customer Service"
"159",37,1,2019-10-21,-1.77778,2019,"det gøre at jeg ikke have lyst til at handle hos de igen når det skulle være så omstændigt .",0,0,0,0,0,0,"Uncategorized"
"160",37,1,2019-10-21,-1.66667,2019,"jeg have betale den oprindelig beløb nu .",1,0,0,0,1,0,"Money"
"161",37,1,2019-10-21,1.33333,2019,"ville ikke betale for deres ryk fordi de ikke have nogen kundeservice .",1,0,0,0,1,0,"Money"
"162",37,1,2019-10-21,0,2019,"jeg ville bestemt ikke anbefale det til nogen .",0,0,0,0,0,1,"Brand"
"163",38,5,2019-10-20,2.88889,2019,"altid leveringsdygtig i det jeg have brug for have handle hos zalando mange gang .",0,1,0,0,1,1,"Delivery"
"164",38,5,2019-10-20,4.33333,2019,"ofte god pris end tilsvarende produkt hos hm .",1,0,0,1,1,0,"Money"
"165",38,5,2019-10-20,5.83333,2019,"kvalitet være god end først forvente .",0,0,0,1,0,0,"Products"
"166",38,5,2019-10-20,-4,2019,"ingen problem uanset om jeg bestille til danmark eller sverige .",0,0,0,0,0,0,"Uncategorized"
"167",38,5,2019-10-20,1,2019,"stjerne",0,0,0,0,0,0,"Uncategorized"
"168",39,1,2019-10-20,7.22222,2019,"have tidligere være rigtig glad for handle på zalando .",0,0,0,0,0,1,"Brand"
"169",39,1,2019-10-20,-3.16111,2019,"den sidste mange handle have være mega besværlig .",0,0,0,0,0,0,"Uncategorized"
"170",39,1,2019-10-20,5.33333,2019,"grinde bankoverførsel som eneste mulighed have jeg nu have penge udestående i uge denne fordi penge være betale næsten en uge inden man modtage vare og ekstrem langsom retur behandling .",1,1,1,1,1,1,"Money"
"171",39,1,2019-10-20,3,2019,"have rykke for få penge refundere .",1,0,1,0,0,0,"Money"
"172",39,1,2019-10-20,-0.66667,2019,"have ikke engang få svar .",0,0,0,0,0,0,"Uncategorized"
"173",39,1,2019-10-20,1,2019,"vare være sende retur og modtage .",0,1,1,1,0,0,"Delivery"
"174",39,1,2019-10-20,0,2019,"have nu igen for .",0,0,0,0,0,0,"Uncategorized"
"175",39,1,2019-10-20,5,2019,"gang indsende oplysning til retur mon jeg så snart få min penge ?",1,0,1,0,0,0,"Money"
"176",40,2,2019-10-20,-0.44444,2019,"jeg have gennem den sen år handle en del på zalando .",0,0,0,0,0,1,"Brand"
"177",40,2,2019-10-20,1,2019,"kunne pludselig ikke længe betale med betalingskort kun bankoverførsel hvilken være megaomstændeligt .",1,0,0,1,1,0,"Money"
"178",40,2,2019-10-20,0.35,2019,"kunne ved at goo se at jeg ikke være den eneste der have den udfordring og at al der henvende sig få samme standardsvar om at zalando ikke kende den algoritme der gøre at man blive bede om at lave bankoverførsel .",1,0,0,0,1,1,"Money"
"179",40,2,2019-10-20,2.33333,2019,"jeg få samme svar når jeg henvende jeg til kundeservice .",0,0,0,0,1,0,"Customer Service"
"180",40,2,2019-10-20,-3.66667,2019,"være yderst utilfredsstille ...",0,0,0,0,0,0,"Uncategorized"
"181",41,1,2019-10-20,2.5,2019,"have bestille en par sko hos i for over dag siden og de være ikke komme i nu få sidste lørdag en mail om nu være de sende afsted og jeg ville få de inde for hverdag man stadig ikke høre eller modtage nogen",0,1,0,1,1,0,"Delivery"
"182",42,2,2019-10-19,0.33333,2019,"de skrive på deres hjemmeside når du bestille hos zalando så være det postnord der stå for levering .",0,1,0,0,1,1,"Delivery"
"183",42,2,2019-10-19,0,2019,".",0,0,0,0,0,0,"Uncategorized"
"184",42,2,2019-10-19,0,2019,".",0,0,0,0,0,0,"Uncategorized"
"185",42,2,2019-10-19,-1.83333,2019,"når jeg prøve at foretage en bestilling se det ud som om de benytte dhl hvilken jeg ikke ønske at benytte det være direkte i modstrid med at de skrive de benytte postnord .",0,1,0,0,0,0,"Delivery"
"186",42,2,2019-10-19,-3.4,2019,"de kalde en visadankort for en kreditkort på deres side hvilken være direkte forkert og meget forvirre .",1,0,0,0,0,0,"Money"
"187",42,2,2019-10-19,0,2019,"en visadankort være en betalingskortdebetkort .",1,0,0,1,0,0,"Money"
"188",42,2,2019-10-19,-4.2,2019,"denne virke meget uprofessionelt .",0,0,0,0,0,0,"Uncategorized"
"189",42,2,2019-10-19,4.03704,2019,"når jeg gå ind for at bestille nogen få jeg ingen mulighed for at vælge pakkeboks som de ellers skrive være en mulighed og jeg kunne heller ikke se hvem der stå for levering da det bare kalde for en standardlevering eller en dhlexpressleveringdirekt i modstrid med at de skrive de benytte postnord .",0,1,0,0,1,0,"Delivery"
